Order ID,Order Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2015-86589,2018-06-26,Second Class,Corporate,New York,East,Technology,Chairs,1690.0,1,0.47,-451.97
CA-2019-46244,2017-02-26,Second Class,Corporate,California,East,Furniture,Chairs,1269.69,5,0.29,-250.76
CA-2016-11645,2020-06-09,Same Day,Home Office,Texas,East,Furniture,Chairs,2886.81,9,0.35,-212.81
CA-2018-29256,2018-10-20,Standard Class,Corporate,California,South,Office Supplies,Phones,4819.58,4,0.26,-770.36
CA-2015-63173,2018-03-11,First Class,Corporate,New York,South,Office Supplies,Binders,1008.33,2,0.42,-123.62
CA-2017-73374,2018-01-19,Same Day,Home Office,Texas,Central,Technology,Paper,485.31,6,0.02,15.45
CA-2019-21694,2018-07-14,Second Class,Corporate,Illinois,South,Furniture,Copiers,605.81,2,0.13,-8.56
CA-2015-85060,2017-07-13,Second Class,Corporate,Florida,South,Technology,Tables,3917.66,3,0.23,-509.43
CA-2015-67545,2021-10-26,Second Class,Home Office,Illinois,West,Technology,Binders,1757.02,8,0.04,23.72
CA-2018-49224,2021-07-30,Standard Class,Home Office,Ohio,Central,Office Supplies,Phones,1129.59,3,0.35,-132.06
CA-2019-23224,2018-06-18,Second Class,Consumer,Illinois,Central,Furniture,Accessories,1770.69,2,0.2,41.36
CA-2017-35150,2018-06-02,Same Day,Home Office,Florida,South,Office Supplies,Phones,3230.2,6,0.14,349.15
CA-2018-59688,2018-12-17,Same Day,Consumer,Ohio,West,Technology,Copiers,2738.47,3,0.0,312.66
CA-2016-83509,2019-01-21,Second Class,Corporate,Florida,West,Technology,Chairs,3720.51,1,0.36,-740.07
CA-2016-18070,2017-07-04,Same Day,Home Office,Washington,Central,Office Supplies,Binders,1701.98,3,0.42,-349.28
CA-2016-18666,2022-03-11,Second Class,Home Office,Florida,West,Office Supplies,Copiers,2265.62,6,0.2,-90.76
CA-2016-46368,2017-10-19,Second Class,Home Office,Texas,East,Office Supplies,Chairs,518.82,3,0.28,-28.88
CA-2017-51914,2020-09-20,First Class,Corporate,California,South,Office Supplies,Tables,374.56,9,0.11,36.89
CA-2018-89026,2019-01-02,Standard Class,Consumer,Washington,East,Office Supplies,Accessories,2316.65,7,0.31,-535.93
CA-2015-77526,2017-04-26,Standard Class,Corporate,Washington,Central,Technology,Chairs,1514.97,5,0.01,356.41
CA-2018-55765,2019-04-05,First Class,Corporate,California,Central,Office Supplies,Tables,3067.87,2,0.24,-30.16
CA-2019-97895,2019-12-09,First Class,Home Office,Washington,West,Furniture,Phones,224.58,9,0.32,-23.81
CA-2015-47148,2018-11-16,Standard Class,Consumer,Florida,West,Technology,Chairs,617.61,5,0.46,-229.27
CA-2017-14757,2017-03-23,Second Class,Corporate,Illinois,Central,Technology,Chairs,4327.3,7,0.19,-315.9
CA-2016-20395,2019-04-14,Second Class,Home Office,New York,Central,Furniture,Paper,2835.89,9,0.38,-657.09
CA-2016-37696,2017-11-29,Standard Class,Corporate,Florida,East,Furniture,Accessories,3563.15,4,0.3,-641.43
CA-2015-56163,2018-07-11,Second Class,Corporate,Ohio,East,Technology,Accessories,4211.44,9,0.46,-1486.84
CA-2015-59840,2017-12-01,First Class,Home Office,Ohio,West,Office Supplies,Copiers,2324.53,1,0.2,119.34
CA-2018-62853,2018-06-16,Second Class,Home Office,Illinois,East,Technology,Phones,3807.69,6,0.16,188.7
CA-2018-31566,2022-06-07,Second Class,Consumer,Illinois,West,Technology,Paper,2627.68,2,0.44,-653.33
CA-2019-72823,2017-08-09,Same Day,Corporate,Washington,West,Furniture,Copiers,1121.52,8,0.02,97.0
CA-2015-30806,2018-09-27,Same Day,Home Office,Texas,South,Technology,Tables,1694.9,5,0.07,355.11
CA-2015-11759,2021-11-05,Same Day,Home Office,Texas,West,Office Supplies,Copiers,2456.85,3,0.04,142.0
CA-2019-51949,2021-10-23,Second Class,Consumer,Washington,East,Furniture,Tables,1591.26,2,0.42,-272.52
CA-2017-34442,2017-11-19,Standard Class,Consumer,Washington,Central,Technology,Phones,1684.28,8,0.01,474.41
CA-2017-12079,2022-02-18,First Class,Home Office,California,Central,Technology,Accessories,1693.59,7,0.43,-335.71
CA-2019-37952,2017-01-03,Second Class,Consumer,California,East,Office Supplies,Tables,622.97,9,0.23,42.5
CA-2019-52460,2021-09-14,Standard Class,Home Office,New York,Central,Technology,Phones,432.37,8,0.0,91.99
CA-2017-28449,2017-07-25,Second Class,Corporate,New York,West,Technology,Copiers,242.02,4,0.2,-23.15
CA-2015-74077,2022-01-30,First Class,Consumer,New York,Central,Technology,Tables,563.67,2,0.09,6.17
CA-2017-58302,2017-02-09,Second Class,Corporate,New York,East,Technology,Binders,1725.1,2,0.31,-308.55
CA-2016-38865,2017-02-28,First Class,Corporate,Illinois,Central,Office Supplies,Chairs,2973.42,2,0.34,-856.99
CA-2018-48000,2019-08-09,Second Class,Corporate,Illinois,West,Technology,Copiers,948.85,6,0.24,-18.57
CA-2016-21485,2018-07-28,First Class,Home Office,California,West,Technology,Accessories,4441.16,7,0.02,431.53
CA-2017-75155,2018-10-06,Second Class,Corporate,Texas,East,Technology,Copiers,4043.83,6,0.33,-308.16
CA-2015-62487,2021-03-11,First Class,Corporate,Washington,East,Furniture,Binders,2607.43,2,0.42,-730.62
CA-2019-22342,2021-05-15,Same Day,Corporate,Ohio,East,Office Supplies,Phones,3623.81,4,0.36,-688.56
CA-2017-88623,2022-03-23,Second Class,Home Office,Texas,South,Furniture,Phones,1837.98,3,0.41,-217.94
CA-2016-85629,2019-04-23,Second Class,Corporate,Florida,South,Furniture,Copiers,193.52,4,0.1,2.04
CA-2016-62603,2020-02-20,Standard Class,Corporate,Illinois,West,Office Supplies,Binders,4522.62,5,0.44,-948.33
CA-2015-91974,2021-02-11,Standard Class,Consumer,New York,South,Furniture,Copiers,647.69,7,0.16,51.02
CA-2018-36399,2018-09-11,First Class,Home Office,New York,South,Furniture,Chairs,4740.21,9,0.01,451.5
CA-2016-95382,2017-04-06,Second Class,Corporate,Florida,Central,Furniture,Chairs,2863.69,2,0.42,-700.89
CA-2019-86534,2022-02-26,First Class,Consumer,Texas,South,Office Supplies,Paper,1534.76,8,0.47,-510.23
CA-2017-40678,2020-12-08,Same Day,Home Office,New York,Central,Technology,Tables,2482.67,3,0.33,-216.05
CA-2017-73230,2020-06-12,Standard Class,Home Office,Texas,East,Office Supplies,Paper,2513.13,9,0.12,215.18
CA-2019-84055,2019-06-17,First Class,Home Office,Washington,Central,Office Supplies,Chairs,126.2,4,0.13,4.92
CA-2015-95230,2019-12-22,First Class,Home Office,Florida,Central,Office Supplies,Binders,1783.74,3,0.23,26.47
CA-2019-82258,2020-07-03,Standard Class,Home Office,Ohio,East,Furniture,Tables,3701.93,6,0.45,-1263.14
CA-2017-34160,2018-07-15,Second Class,Home Office,Texas,East,Technology,Binders,2555.25,9,0.07,430.32
CA-2018-89111,2019-06-24,First Class,Corporate,Washington,West,Office Supplies,Paper,1228.71,7,0.41,-176.51
CA-2016-83506,2017-12-14,Standard Class,Corporate,Texas,West,Office Supplies,Phones,1682.2,4,0.15,201.28
CA-2017-22175,2018-11-02,Second Class,Corporate,Texas,West,Technology,Binders,4316.64,3,0.4,-665.11
CA-2018-64771,2020-02-22,Same Day,Corporate,New York,West,Technology,Paper,2632.49,4,0.46,-810.8
CA-2019-96925,2021-02-14,Standard Class,Consumer,California,Central,Technology,Paper,2646.48,3,0.21,226.15
CA-2016-16150,2017-11-13,First Class,Corporate,Illinois,Central,Furniture,Paper,4807.72,3,0.18,-168.76
CA-2016-26032,2021-03-08,Same Day,Home Office,Texas,West,Technology,Phones,1611.2,9,0.4,-306.68
CA-2019-63394,2018-12-20,Second Class,Corporate,Texas,South,Furniture,Phones,2402.91,4,0.26,-407.85
CA-2019-51874,2019-12-08,Second Class,Corporate,Texas,West,Office Supplies,Copiers,4060.45,9,0.34,-182.26
CA-2018-60460,2020-12-03,Standard Class,Home Office,California,South,Furniture,Phones,3796.97,5,0.31,-318.96
CA-2018-18705,2022-05-10,Standard Class,Corporate,Washington,East,Technology,Tables,1336.34,7,0.08,211.6
CA-2015-33236,2020-03-05,Standard Class,Corporate,Ohio,Central,Furniture,Phones,763.94,5,0.42,-270.1
CA-2018-95514,2020-05-09,Second Class,Corporate,Ohio,Central,Technology,Phones,3506.52,1,0.1,493.91
CA-2016-25358,2017-09-07,Same Day,Consumer,Florida,South,Furniture,Phones,1295.7,2,0.47,-293.24
CA-2016-86918,2017-11-10,Second Class,Corporate,New York,West,Office Supplies,Binders,4614.15,5,0.13,405.78
CA-2018-24596,2022-03-08,First Class,Home Office,California,Central,Furniture,Phones,654.95,6,0.37,-161.79
CA-2019-88757,2020-10-23,Second Class,Home Office,Washington,South,Office Supplies,Tables,1598.39,7,0.14,51.82
CA-2015-72516,2020-12-23,First Class,Corporate,Texas,East,Technology,Paper,283.39,2,0.16,-23.35
CA-2018-27771,2022-01-28,Same Day,Corporate,Washington,East,Office Supplies,Binders,3519.49,9,0.16,27.79
CA-2015-58285,2019-03-18,Standard Class,Corporate,California,Central,Technology,Chairs,4457.4,6,0.37,-1154.66
CA-2017-96143,2021-02-12,Standard Class,Home Office,California,West,Technology,Phones,3183.01,2,0.28,-454.3
CA-2015-38529,2020-08-30,Second Class,Home Office,California,South,Office Supplies,Copiers,4689.39,2,0.44,-1638.24
CA-2017-37856,2021-03-04,Standard Class,Consumer,Florida,Central,Office Supplies,Copiers,651.23,3,0.15,-27.67
CA-2015-45367,2021-10-11,Same Day,Consumer,Illinois,East,Furniture,Paper,447.79,1,0.35,-125.77
CA-2016-70774,2020-10-10,Standard Class,Consumer,New York,West,Furniture,Paper,4193.68,9,0.38,-419.47
CA-2015-65029,2018-04-30,Second Class,Home Office,Florida,South,Office Supplies,Binders,4279.0,4,0.08,439.04
CA-2017-61693,2020-05-19,Same Day,Consumer,Florida,Central,Office Supplies,Copiers,4156.89,5,0.2,-211.23
CA-2018-65961,2021-09-24,First Class,Corporate,Illinois,South,Office Supplies,Chairs,3996.83,7,0.24,-224.79
CA-2016-86908,2017-02-13,Second Class,Corporate,Florida,West,Office Supplies,Accessories,1817.52,1,0.18,49.21
CA-2016-84532,2021-04-14,First Class,Home Office,California,West,Technology,Copiers,1095.14,3,0.16,131.93
CA-2017-66133,2018-07-25,Same Day,Consumer,California,East,Office Supplies,Copiers,4644.73,3,0.34,-1139.48
CA-2016-71268,2018-08-06,Second Class,Corporate,Washington,West,Office Supplies,Tables,1541.93,2,0.11,21.41
CA-2016-48243,2020-01-21,Second Class,Home Office,Texas,Central,Office Supplies,Accessories,1998.05,8,0.35,-112.0
CA-2015-41653,2020-07-12,Same Day,Consumer,Florida,South,Office Supplies,Paper,3500.8,5,0.47,-1145.47
CA-2016-49952,2019-06-14,Standard Class,Corporate,Texas,West,Technology,Accessories,1473.85,1,0.28,-330.67
CA-2019-88411,2017-08-08,Second Class,Consumer,New York,West,Furniture,Copiers,4097.46,2,0.31,-914.1
CA-2019-50809,2022-04-10,Second Class,Home Office,Ohio,Central,Furniture,Paper,359.47,1,0.03,9.56
CA-2019-61226,2019-07-14,First Class,Consumer,California,South,Furniture,Accessories,3958.0,6,0.43,-524.51
CA-2015-91182,2021-01-05,Standard Class,Home Office,Washington,South,Furniture,Paper,3013.24,9,0.14,-61.12
CA-2017-14263,2018-02-05,First Class,Consumer,New York,East,Furniture,Paper,2869.24,7,0.31,-83.54
CA-2016-56828,2020-11-24,First Class,Corporate,Washington,East,Technology,Binders,2297.3,5,0.49,-438.85
CA-2015-57924,2018-12-28,Standard Class,Home Office,Ohio,South,Furniture,Chairs,1392.46,3,0.3,-139.3
CA-2016-69052,2019-09-18,Standard Class,Home Office,Ohio,Central,Technology,Paper,2325.71,8,0.36,-701.67
CA-2015-45737,2019-06-18,Same Day,Home Office,Illinois,Central,Technology,Tables,2255.64,4,0.22,-337.45
CA-2019-99563,2021-12-18,Standard Class,Consumer,California,East,Furniture,Copiers,2922.93,9,0.03,410.37
CA-2016-46397,2021-05-19,Second Class,Consumer,New York,West,Furniture,Copiers,1415.06,5,0.4,-351.58
CA-2016-48709,2019-05-08,Standard Class,Corporate,Illinois,Central,Furniture,Tables,397.2,6,0.02,72.11
CA-2017-71120,2019-03-15,Same Day,Home Office,Ohio,West,Office Supplies,Phones,734.0,5,0.35,-139.67
CA-2017-31172,2018-05-05,Same Day,Home Office,New York,Central,Technology,Paper,3498.9,7,0.01,957.02
CA-2018-97410,2021-02-17,Same Day,Consumer,Washington,South,Furniture,Paper,122.24,7,0.43,-30.11
CA-2016-63276,2021-11-16,Standard Class,Consumer,Illinois,East,Office Supplies,Paper,4283.65,1,0.08,614.41
CA-2019-63002,2021-02-02,Standard Class,Corporate,Illinois,West,Technology,Accessories,3475.04,2,0.26,49.07
CA-2017-99599,2021-05-17,First Class,Corporate,California,West,Office Supplies,Paper,3842.75,7,0.3,-819.59
CA-2018-34762,2019-07-27,First Class,Consumer,Texas,South,Office Supplies,Paper,4181.56,8,0.23,-512.52
CA-2017-38769,2019-04-24,Second Class,Home Office,Washington,Central,Furniture,Tables,622.33,4,0.17,-57.98
CA-2019-99399,2021-09-02,First Class,Corporate,Washington,West,Technology,Chairs,4114.03,6,0.23,-596.91
CA-2015-69129,2021-01-08,Second Class,Consumer,Illinois,Central,Office Supplies,Chairs,2528.17,3,0.16,45.88
CA-2018-84478,2020-07-16,Same Day,Consumer,Illinois,South,Technology,Phones,4428.76,7,0.22,-397.28
CA-2018-77298,2017-09-24,First Class,Home Office,California,East,Furniture,Tables,4434.07,3,0.18,-107.33
CA-2018-25850,2017-02-23,Standard Class,Consumer,Texas,West,Technology,Paper,130.65,7,0.28,2.04
CA-2015-34058,2018-06-12,First Class,Consumer,Washington,Central,Office Supplies,Chairs,1920.5,8,0.12,-59.2
CA-2019-48890,2021-03-24,Second Class,Corporate,Ohio,West,Office Supplies,Binders,2636.73,3,0.49,-803.67
CA-2016-57304,2018-09-08,First Class,Consumer,Florida,Central,Technology,Binders,3395.02,2,0.25,-595.09
CA-2016-11524,2019-12-19,Same Day,Consumer,Florida,Central,Office Supplies,Binders,1438.07,6,0.1,42.6
CA-2015-25048,2022-01-23,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,1268.19,4,0.24,-73.71
CA-2015-64912,2019-11-30,Second Class,Home Office,New York,South,Office Supplies,Paper,1912.52,8,0.43,-274.14
CA-2015-10060,2020-06-14,Standard Class,Home Office,California,East,Furniture,Phones,2509.68,2,0.01,345.85
CA-2017-93559,2019-08-13,Standard Class,Corporate,Texas,West,Furniture,Copiers,4756.22,4,0.34,-1302.13
CA-2016-23350,2018-01-21,Second Class,Corporate,Florida,East,Office Supplies,Phones,3812.92,2,0.27,-468.84
CA-2017-55186,2021-06-18,Standard Class,Home Office,Illinois,Central,Technology,Phones,2152.31,2,0.08,13.85
CA-2016-44020,2019-01-04,Standard Class,Home Office,Florida,Central,Furniture,Accessories,281.29,2,0.41,-85.09
CA-2018-85186,2018-12-17,First Class,Home Office,Illinois,East,Technology,Binders,850.92,1,0.18,20.87
CA-2016-33051,2018-10-12,Standard Class,Home Office,California,East,Office Supplies,Paper,2285.06,4,0.15,-189.99
CA-2017-79626,2017-10-27,Standard Class,Home Office,Illinois,West,Office Supplies,Binders,4070.99,2,0.41,-992.58
CA-2015-45772,2018-01-30,Standard Class,Corporate,Texas,Central,Technology,Phones,1909.67,9,0.32,-224.64
CA-2015-59481,2020-05-15,Standard Class,Consumer,Illinois,East,Furniture,Paper,2697.1,9,0.45,-794.39
CA-2015-67134,2020-09-21,Second Class,Home Office,New York,South,Technology,Tables,4460.11,7,0.31,-1138.3
CA-2018-11341,2018-08-16,Same Day,Home Office,Texas,Central,Technology,Chairs,4569.84,6,0.37,-336.43
CA-2017-81431,2021-10-20,First Class,Consumer,California,Central,Office Supplies,Chairs,1086.72,3,0.42,-302.35
CA-2019-21344,2018-05-29,Standard Class,Consumer,Texas,West,Furniture,Phones,227.54,7,0.03,48.84
CA-2019-77957,2020-04-16,Standard Class,Consumer,New York,South,Technology,Copiers,1534.0,1,0.39,-396.67
CA-2015-65761,2018-01-31,Second Class,Consumer,California,West,Furniture,Binders,3482.05,9,0.31,-491.82
CA-2015-87454,2018-01-06,Same Day,Consumer,Florida,South,Office Supplies,Tables,4756.05,4,0.03,557.01
CA-2017-37935,2019-05-08,Standard Class,Consumer,New York,West,Furniture,Paper,394.39,6,0.25,-45.1
CA-2016-39711,2019-03-02,Second Class,Corporate,California,South,Office Supplies,Copiers,152.13,6,0.04,2.35
CA-2015-22182,2018-10-20,First Class,Consumer,Ohio,South,Furniture,Binders,4421.89,3,0.37,-1017.01
CA-2016-66276,2020-09-03,First Class,Consumer,Illinois,South,Technology,Phones,3743.24,4,0.27,8.88
CA-2016-92310,2019-01-06,Standard Class,Corporate,Texas,East,Office Supplies,Binders,4961.32,3,0.48,-1277.05
CA-2019-34070,2020-10-24,Standard Class,Consumer,California,Central,Technology,Phones,1990.0,6,0.09,-7.25
CA-2015-21122,2018-01-19,Same Day,Home Office,Texas,South,Office Supplies,Accessories,2086.09,1,0.3,-213.22
CA-2016-51786,2017-03-03,Same Day,Home Office,Illinois,East,Furniture,Chairs,869.84,8,0.11,141.83
CA-2019-16737,2022-01-04,Standard Class,Consumer,California,East,Furniture,Copiers,588.08,8,0.31,-49.98
CA-2018-35510,2018-05-20,Second Class,Corporate,Florida,West,Office Supplies,Chairs,2897.8,9,0.36,-790.6
CA-2017-47265,2017-08-27,Same Day,Home Office,Ohio,Central,Office Supplies,Binders,1827.78,6,0.36,-170.06
CA-2017-76150,2017-07-14,Standard Class,Corporate,Ohio,Central,Office Supplies,Tables,410.78,1,0.41,-116.91
CA-2015-99613,2018-11-09,Same Day,Home Office,New York,West,Furniture,Paper,4436.07,3,0.43,-1182.13
CA-2017-45435,2022-06-10,Standard Class,Consumer,California,Central,Office Supplies,Phones,999.8,1,0.04,141.51
CA-2018-67132,2020-05-30,First Class,Corporate,Illinois,West,Office Supplies,Paper,3745.44,5,0.17,346.93
CA-2016-92050,2017-03-02,Standard Class,Corporate,California,East,Technology,Chairs,1418.32,3,0.34,-80.98
CA-2019-12983,2020-02-27,First Class,Corporate,Texas,East,Office Supplies,Tables,4066.4,2,0.25,131.81
CA-2016-30662,2019-09-17,Same Day,Home Office,Washington,South,Technology,Tables,600.8,3,0.1,-28.85
CA-2018-50998,2018-11-16,Standard Class,Home Office,California,West,Technology,Paper,3782.8,9,0.28,1.79
CA-2015-54547,2017-06-05,Same Day,Home Office,Ohio,East,Technology,Chairs,499.61,8,0.2,-68.15
CA-2019-25317,2022-04-25,First Class,Consumer,Ohio,East,Furniture,Paper,2240.11,3,0.2,-187.18
CA-2015-17564,2020-11-02,Standard Class,Home Office,Ohio,West,Technology,Binders,3672.68,2,0.4,-812.59
CA-2016-89273,2021-07-04,Same Day,Consumer,Florida,East,Office Supplies,Tables,874.36,5,0.2,-26.25
CA-2018-90765,2021-12-10,First Class,Corporate,California,Central,Furniture,Tables,1435.47,1,0.01,274.43
CA-2016-84038,2019-07-12,Same Day,Corporate,New York,East,Furniture,Binders,4325.19,4,0.03,604.93
CA-2017-62393,2019-05-18,Second Class,Consumer,California,West,Furniture,Chairs,4426.75,8,0.43,-648.1
CA-2016-39430,2019-06-22,First Class,Home Office,Washington,Central,Furniture,Tables,234.23,1,0.48,-86.63
CA-2019-37788,2021-12-19,First Class,Consumer,Ohio,Central,Furniture,Copiers,848.77,5,0.34,-188.0
CA-2016-58543,2021-05-29,First Class,Corporate,Texas,East,Furniture,Accessories,596.18,4,0.18,59.73
CA-2017-49974,2019-09-26,Standard Class,Corporate,Ohio,South,Furniture,Accessories,906.67,6,0.47,-363.41
CA-2018-55084,2020-12-31,Standard Class,Consumer,California,Central,Technology,Accessories,4851.24,7,0.33,-619.07
CA-2015-71916,2019-09-02,Standard Class,Home Office,Florida,West,Office Supplies,Phones,2762.76,9,0.42,-551.35
CA-2019-72187,2020-05-15,Second Class,Home Office,Illinois,South,Office Supplies,Copiers,2345.88,1,0.38,-477.66
CA-2015-43039,2018-01-23,Second Class,Consumer,California,South,Technology,Phones,4922.49,4,0.19,165.19
CA-2018-68606,2021-02-12,First Class,Consumer,California,Central,Technology,Chairs,2789.21,6,0.24,-409.49
CA-2015-60072,2021-12-20,Second Class,Home Office,New York,East,Furniture,Binders,3308.98,7,0.09,572.98
CA-2018-22676,2019-06-06,Same Day,Corporate,Florida,South,Furniture,Paper,1670.53,7,0.15,-108.57
CA-2015-42733,2019-04-18,First Class,Consumer,Washington,East,Technology,Copiers,1916.75,8,0.39,-459.63
CA-2015-12050,2020-09-25,First Class,Home Office,Illinois,Central,Furniture,Chairs,2976.1,8,0.45,-1134.45
CA-2019-43933,2022-03-08,Same Day,Home Office,Ohio,West,Office Supplies,Paper,358.23,8,0.36,-62.22
CA-2016-65619,2017-12-06,First Class,Corporate,Texas,South,Office Supplies,Chairs,1286.86,8,0.23,-16.17
CA-2016-50600,2017-07-23,Second Class,Corporate,California,West,Furniture,Phones,992.09,8,0.04,243.37
CA-2015-45400,2017-06-10,Standard Class,Corporate,Washington,East,Furniture,Accessories,89.31,6,0.03,18.29
CA-2015-99431,2021-04-13,Same Day,Corporate,Illinois,East,Furniture,Binders,2689.14,9,0.19,-12.7
CA-2018-53001,2018-01-27,Second Class,Corporate,Texas,West,Office Supplies,Phones,2809.65,3,0.23,149.34
CA-2019-55028,2019-02-08,Same Day,Consumer,Washington,Central,Furniture,Binders,1925.86,6,0.3,-251.11
CA-2017-47573,2021-08-28,Same Day,Home Office,Florida,Central,Technology,Copiers,1350.95,5,0.0,257.09
CA-2017-39757,2018-07-29,First Class,Consumer,Florida,South,Furniture,Paper,3263.78,8,0.49,-949.68
CA-2019-90097,2018-06-18,First Class,Consumer,Illinois,South,Technology,Chairs,681.95,4,0.18,-18.76
CA-2015-34262,2019-12-30,Second Class,Consumer,Ohio,Central,Furniture,Tables,2597.89,4,0.42,-416.65
CA-2018-72211,2019-06-12,Same Day,Consumer,Texas,Central,Furniture,Tables,3842.69,5,0.27,-667.5
CA-2017-66979,2018-02-09,First Class,Consumer,Florida,West,Office Supplies,Binders,829.85,6,0.07,98.51
CA-2019-91470,2018-08-31,First Class,Corporate,Illinois,East,Technology,Accessories,3768.77,4,0.4,-638.59
CA-2019-74754,2021-08-26,Same Day,Corporate,Florida,East,Technology,Accessories,3806.36,2,0.35,-281.69
CA-2019-44157,2021-06-03,Second Class,Home Office,Florida,South,Technology,Binders,309.03,2,0.26,3.39
CA-2016-50042,2021-03-21,Second Class,Consumer,Washington,Central,Office Supplies,Phones,103.73,3,0.26,-8.59
CA-2016-92856,2019-04-08,Same Day,Home Office,Washington,West,Technology,Tables,4869.94,2,0.04,831.74
CA-2015-65554,2020-02-18,Second Class,Corporate,Florida,South,Office Supplies,Phones,974.98,1,0.33,-176.9
CA-2019-60948,2022-01-12,First Class,Corporate,New York,West,Furniture,Paper,4112.47,8,0.46,-1204.77
CA-2015-56600,2018-11-21,Same Day,Corporate,Washington,Central,Furniture,Tables,2813.63,5,0.05,637.47
CA-2017-72483,2021-09-08,First Class,Consumer,Texas,Central,Technology,Paper,1329.72,1,0.13,203.02
CA-2016-40448,2019-06-21,Standard Class,Consumer,Illinois,Central,Furniture,Chairs,658.55,9,0.45,-116.0
CA-2019-52874,2020-05-25,Standard Class,Corporate,Illinois,East,Furniture,Phones,2488.42,8,0.14,-137.88
CA-2016-94386,2017-02-25,Second Class,Home Office,Ohio,Central,Technology,Binders,2042.7,4,0.33,-137.84
CA-2016-35425,2018-01-01,Standard Class,Home Office,Texas,South,Furniture,Tables,3497.44,8,0.27,59.77
CA-2015-34578,2021-09-19,First Class,Corporate,Texas,East,Technology,Phones,4521.8,7,0.3,-722.08
CA-2017-71413,2021-03-08,Standard Class,Home Office,Texas,West,Technology,Binders,4028.19,7,0.21,-122.21
CA-2019-17287,2021-11-03,First Class,Corporate,Ohio,South,Furniture,Chairs,1379.52,1,0.15,130.74
CA-2019-85758,2021-11-26,Second Class,Home Office,Texas,South,Furniture,Tables,4395.88,6,0.02,749.58
CA-2015-69720,2022-05-03,Second Class,Corporate,California,West,Furniture,Paper,4168.62,4,0.37,-298.59
CA-2018-44701,2018-03-31,First Class,Home Office,Ohio,East,Furniture,Chairs,4646.39,2,0.37,-957.49
CA-2019-27674,2017-04-14,Standard Class,Consumer,Illinois,South,Furniture,Accessories,2298.72,7,0.34,-256.34
CA-2015-33874,2017-03-18,Second Class,Corporate,California,South,Office Supplies,Binders,3845.19,9,0.32,-276.29
CA-2017-75160,2017-08-18,Same Day,Corporate,Ohio,South,Furniture,Tables,2962.37,5,0.12,158.56
CA-2017-98801,2022-04-22,Second Class,Home Office,Florida,East,Office Supplies,Tables,1559.41,8,0.01,396.47
CA-2018-39192,2020-07-05,Standard Class,Corporate,Florida,East,Technology,Copiers,4972.21,5,0.4,-1061.37
CA-2015-74772,2020-07-11,Same Day,Corporate,Illinois,East,Furniture,Copiers,201.15,7,0.25,-19.53
CA-2017-60106,2017-11-27,Standard Class,Corporate,Florida,South,Furniture,Chairs,819.74,7,0.15,-59.88
CA-2016-35559,2020-04-20,First Class,Consumer,Texas,Central,Furniture,Tables,4463.79,9,0.05,439.03
CA-2018-43742,2019-06-12,Same Day,Consumer,Ohio,West,Technology,Binders,312.21,3,0.03,63.53
CA-2017-13972,2021-11-27,Standard Class,Home Office,California,Central,Office Supplies,Chairs,4435.24,1,0.17,489.3
CA-2016-51873,2021-04-23,Same Day,Consumer,Texas,East,Office Supplies,Paper,3578.96,2,0.4,-1027.45
CA-2019-19903,2018-11-19,Standard Class,Home Office,Florida,South,Furniture,Chairs,193.05,6,0.46,-62.01
CA-2019-51755,2017-01-27,Same Day,Consumer,Washington,South,Furniture,Chairs,2152.31,9,0.45,-778.08
CA-2019-96988,2020-07-23,Standard Class,Home Office,California,Central,Furniture,Paper,3774.81,3,0.46,-895.84
CA-2015-19516,2021-08-03,First Class,Consumer,Texas,Central,Furniture,Accessories,2919.67,2,0.45,-467.01
CA-2019-94082,2017-10-26,Same Day,Consumer,Ohio,West,Technology,Copiers,4680.0,1,0.26,-232.89
CA-2016-11591,2019-08-15,Same Day,Home Office,Illinois,South,Furniture,Binders,4339.54,2,0.11,409.08
CA-2016-81719,2019-03-10,Same Day,Corporate,Texas,Central,Technology,Accessories,1669.91,3,0.4,-353.4
CA-2017-96231,2020-01-20,Same Day,Corporate,Washington,West,Furniture,Accessories,432.29,7,0.11,-16.38
CA-2017-29623,2018-04-25,First Class,Consumer,Florida,East,Office Supplies,Accessories,4721.84,2,0.13,483.4
CA-2018-75082,2018-07-27,Same Day,Home Office,California,Central,Office Supplies,Copiers,2591.26,5,0.12,208.63
CA-2015-43130,2018-04-03,Second Class,Corporate,Illinois,East,Furniture,Phones,381.24,2,0.26,-17.02
CA-2019-36292,2021-01-14,First Class,Home Office,California,West,Furniture,Copiers,4084.71,7,0.16,468.53
CA-2016-96206,2017-12-31,Second Class,Corporate,Illinois,East,Technology,Accessories,4343.85,8,0.08,721.04
CA-2017-12469,2019-05-09,Same Day,Home Office,Ohio,South,Furniture,Phones,3200.73,8,0.23,48.74
CA-2018-32534,2021-08-26,Standard Class,Consumer,California,South,Furniture,Paper,2243.07,8,0.44,-354.86
CA-2019-58874,2017-12-17,Second Class,Home Office,Florida,East,Furniture,Copiers,3314.24,9,0.29,24.8
CA-2019-84553,2021-08-06,Same Day,Corporate,Ohio,South,Office Supplies,Binders,3536.35,1,0.44,-865.27
CA-2015-59138,2020-11-24,Second Class,Consumer,Ohio,West,Technology,Accessories,4466.22,1,0.1,-101.74
